7.1	3.0	5.9	2.1	High_Rain_Likelihood
6.3	2.9	5.6	1.8	High_Rain_Likelihood
6.5	3.0	5.8	2.2	High_Rain_Likelihood
7.6	3.0	6.6	2.1	High_Rain_Likelihood
4.9	2.5	4.5	1.7	High_Rain_Likelihood
7.3	2.9	6.3	1.8	High_Rain_Likelihood
6.7	2.5	5.8	1.8	High_Rain_Likelihood
7.2	3.6	6.1	2.5	High_Rain_Likelihood
6.5	3.2	5.1	2.0	High_Rain_Likelihood
6.4	2.7	5.3	1.9	High_Rain_Likelihood
6.8	3.0	5.5	2.1	High_Rain_Likelihood
5.7	2.5	5.0	2.0	High_Rain_Likelihood
5.8	2.8	5.1	2.4	High_Rain_Likelihood
6.4	3.2	5.3	2.3	High_Rain_Likelihood
6.5	3.0	5.5	1.8	High_Rain_Likelihood
7.7	3.8	6.7	2.2	High_Rain_Likelihood
7.7	2.6	6.9	2.3	High_Rain_Likelihood
6.0	2.2	5.0	1.5	High_Rain_Likelihood
6.9	3.2	5.7	2.3	High_Rain_Likelihood
5.6	2.8	4.9	2.0	High_Rain_Likelihood
7.7	2.8	6.7	2.0	High_Rain_Likelihood
6.3	2.7	4.9	1.8	High_Rain_Likelihood
6.7	3.3	5.7	2.1	High_Rain_Likelihood
7.2	3.2	6.0	1.8	High_Rain_Likelihood
6.2	2.8	4.8	1.8	High_Rain_Likelihood
6.1	3.0	4.9	1.8	High_Rain_Likelihood
6.4	2.8	5.6	2.1	High_Rain_Likelihood
7.2	3.0	5.8	1.6	High_Rain_Likelihood
7.4	2.8	6.1	1.9	High_Rain_Likelihood
7.9	3.8	6.4	2.0	High_Rain_Likelihood
6.4	2.8	5.6	2.2	High_Rain_Likelihood
6.3	2.8	5.1	1.5	High_Rain_Likelihood
6.1	2.6	5.6	1.4	High_Rain_Likelihood
7.7	3.0	6.1	2.3	High_Rain_Likelihood
6.3	3.4	5.6	2.4	High_Rain_Likelihood
6.4	3.1	5.5	1.8	High_Rain_Likelihood
6.0	3.0	4.8	1.8	High_Rain_Likelihood
6.9	3.1	5.4	2.1	High_Rain_Likelihood
6.7	3.1	5.6	2.4	High_Rain_Likelihood
6.9	3.1	5.1	2.3	High_Rain_Likelihood
5.8	2.7	5.1	1.9	High_Rain_Likelihood
6.8	3.2	5.9	2.3	High_Rain_Likelihood
6.7	3.3	5.7	2.5	High_Rain_Likelihood
6.7	3.0	5.2	2.3	High_Rain_Likelihood
6.3	2.5	5.0	1.9	High_Rain_Likelihood
6.5	3.0	5.2	2.0	High_Rain_Likelihood
6.2	3.4	5.4	2.3	High_Rain_Likelihood
5.9	3.0	5.1	1.8	High_Rain_Likelihood
